279	329621829
11	321733409
13	200442283
311	175785634
315	168275373
323	155278206
264	141305880
304	114138207
220	109207999
15	89753418
382	88065247
16	80465988
429	77046577
374	68005182
17	61090106
369	58231556
389	49120882
432	45467915
448	43502181
572	40107748
748	37569837
438	37552519
358	35443594
387	33702844
525	31313202
18	31225346
271	31190601
20	30498615
320	29984392
25	28974491
614	28957963
498	28880351
518	28533669
24	28264734
553	28024357
504	27458442
19	27146235
594	26943285
419	25943538
566	24624282
537	24562806
576	24249244
458	23070338
21	22996647
1036	22807236
702	22084061
806	21650166
23	21235832
22	21067580
476	20926240
807	19887379
1053	19095339
714	18999984
582	18651901
686	18595080
785	18035567
330	17739023
862	17102736
646	16878533
803	16196732
8	16042769
879	15672881
911	15206511
825	14833331
678	14561613
1033	14442438
1030	14189753
892	14047257
1035	13460418
1012	13394167
700	13307068
12	13273627
705	12710527
1405	12586698
1083	11046068
1075	10639251
1052	10634212
1128	10622430
1251	10619297
773	10605101
979	10561795
1091	10297359
1181	10216662
697	10045532
882	10021259
421	9811640
1008	9684462
1119	9626201
1101	9521481
1059	9337527
1105	9298841
1084	9229916
653	9228860
1045	9192387
1039	8759718
847	8568980
916	8494312
902	8350541
2419	8286907
1156	8242973
944	8125928
854	8089482
501	8082585
1	7994801
1172	7965454
1378	7788057
1283	7767240
1410	7577002
1340	7414079
30	7263162
633	7232179
82	7206022
1365	7059928
1246	6902410
26	6880240
1435	6863594
758	6740285
1429	6720838
1576	6703038
1959	6669687
1635	6640544
894	6627174
287	6618702
1431	6521054
752	6511977
400	6508203
1260	6439089
481	6325282
362	6293914
2879	6255453
1335	6198925
60	6195436
1496	6187099
1042	6174043
1493	6139557
1281	6127737
40	6011130
1616	5831250
1660	5783786
1182	5769611
1380	5742183
1221	5734235
1657	5723782
291	5637364
14	5629989
1988	5506813
1602	5468539
1846	5467000
508	5410799
1753	5410326
1096	5367889
1537	5264521
1513	5196420
1632	5190966
1414	5059774
1573	5050343
975	5020488
1490	4995479
1265	4933387
1865	4868397
1744	4863767
1231	4848328
1526	4845168
1741	4808216
641	4780469
990	4767474
2087	4750950
2217	4663794
1447	4656700
2348	4618327
1597	4617883
1205	4617595
32	4615027
601	4559818
2058	4513083
1495	4499494
527	4485410
1393	4478443
1809	4476036
1521	4407170
2727	4403443
1366	4355525
701	4354870
1879	4351620
1661	4335677
1290	4323734
1852	4266055
1948	4246043
1896	4243218
1007	4234851
3033	4108202
547	4094238
728	4064276
1184	4009658
2163	3993459
1977	3993253
2326	3987318
1588	3945573
1483	3935867
2167	3901493
6	3870866
1939	3845412
3129	3831610
1828	3773016
64	3733512
1584	3722948
2083	3708493
4	3694423
1293	3685720
3339	3685227
2379	3678378
949	3670712
2176	3669702
388	3589385
1899	3589124
2337	3589119
2132	3531972
1532	3516821
7873	3505805
3229	3504642
1212	3499707
568	3467964
2474	3427560
425	3421806
1987	3379615
0	3344208
328	3342543
1446	3341635
2238	3337399
1416	3265384
2441	3260249
422	3258435
2494	3248429
835	3238021
692	3218988
808	3187011
2272	3174816
2421	3169632
2513	3162003
584	3157302
1730	3123597
1817	3109230
1449	3103951
1790	3083393
2578	3078922
258	3054863
2581	3048317
356	3041769
3369	3038373
261	3014121
339	3006488
1850	3005804
1558	2996329
2525	2994036
88	2990605
2155	2981354
364	2973405
2938	2971906
1550	2971874
2696	2967409
1849	2955971
730	2927827
386	2907899
350	2877638
1492	2873145
479	2864875
2041	2851775
398	2848414
2670	2845883
3526	2830562
431	2803071
2114	2801854
1372	2790077
659	2783341
738	2779617
472	2776037
3146	2756924
2664	2756759
1824	2742494
2684	2740908
1401	2732557
1992	2729276
2632	2719201
72	2717863
2598	2692005
1142	2681846
1473	2675407
1459	2668110
2003	2667763
1986	2663049
883	2650492
2244	2641120
1477	2636504
3200	2631258
3207	2619054
393	2616670
3982	2613205
1874	2608612
1486	2607680
1654	2590548
2115	2577652
1667	2574708
3266	2574295
3983	2552523
4282	2542914
2182	2536616
821	2530386
2086	2510834
3693	2509514
3041	2491851
444	2488579
2619	2485545
2355	2474605
2299	2461352
2533	2453627
434	2447776
3198	2446623
2297	2443739
905	2423133
2813	2416342
2669	2396964
1634	2396435
3639	2386427
3170	2378381
1909	2369090
2677	2359223
3220	2354392
2686	2349084
3166	2337210
2073	2333677
276	2331832
1189	2331306
1549	2328541
2937	2326589
451	2323411
2409	2320239
1995	2316279
2952	2304632
3040	2302857
817	2286653
278	2272418
3123	2267835
3283	2260140
1752	2257054
288	2255602
2329	2250894
1177	2250210
2097	2240657
3171	2228689
3245	2222791
2274	2218994
4249	2218797
1969	2216238
2055	2198654
35	2192454
2849	2190492
3364	2180632
3322	2179350
3498	2177253
3259	2164913
3697	2164501
2997	2149096
263	2148593
3080	2107299
3267	2104795
4948	2101234
2293	2099338
3238	2086909
2989	2085580
33	2084377
3867	2078594
1931	2066659
3635	2054733
3520	2052951
34	2027560
3545	2025723
1910	2010923
2765	2010343
1598	2008827
3512	2005351
1191	1998627
3868	1997159
467	1992730
2480	1987168
50	1986163
2968	1983195
285	1981559
3039	1979471
1895	1976483
2613	1971715
269	1955163
4092	1946791
2506	1946545
4741	1938563
619	1938258
3730	1935870
1515	1930354
2932	1929839
4217	1923853
2588	1922452
3351	1915552
3432	1912380
3884	1911956
4124	1911710
4666	1909604
829	1908991
1154	1907102
1519	1904914
1973	1900432
3687	1896631
2841	1896336
3425	1895603
4700	1894024
2953	1891679
3807	1891481
3937	1883563
284	1883009
4236	1882580
468	1874376
4363	1866825
78	1854395
4796	1854326
3110	1848808
2814	1845378
268	1843998
1079	1834376
4180	1834135
1968	1825992
2906	1817496
3951	1816947
2666	1815722
1555	1812634
4795	1808664
44	1807670
3669	1806663
2878	1805968
650	1804303
1787	1804103
3308	1800239
2562	1797506
3055	1795658
4261	1794849
7105	1794304
1882	1789202
3853	1788701
3015	1785762
3204	1783980
3363	1776298
380	1772556
1782	1772546
312	1768705
2121	1767995
3881	1758086
3093	1753418
3941	1751277
3602	1750891
2679	1749533
1697	1747121
3942	1745821
3590	1741821
3108	1741532
3197	1740274
2704	1727319
4588	1720804
3381	1719674
2661	1712620
506	1712316
3643	1708379
3460	1705937
2820	1705697
3800	1705028
3234	1702777
4411	1701447
2766	1700163
3709	1693615
2205	1692920
4767	1692365
3613	1689974
2142	1686702
609	1686073
3738	1684584
2219	1683452
4221	1682855
68	1682494
3491	1682481
4678	1680959
4392	1678264
37	1672474
2188	1668286
71	1668227
3822	1663844
49	1659212
2524	1657085
38	1655922
2310	1648650
1077	1645986
3729	1644695
3003	1644120
300	1633843
3855	1633523
4142	1632580
2308	1632231
1736	1631588
2500	1625704
437	1625565
2572	1622615
3118	1618296
4265	1617462
65	1611835
2701	1611225
3840	1610919
4614	1608695
4116	1608119
1618	1606625
4134	1605290
4041	1597344
76	1597170
4460	1596379
647	1594080
4558	1593146
4013	1592165
3213	1589697
4522	1587229
3786	1586483
5159	1585173
281	1583708
2477	1572300
480	1570063
4436	1568522
3271	1566181
301	1563474
3555	1560575
3156	1559997
3694	1559074
39	1558126
3139	1555812
2254	1552617
2311	1551576
277	1551238
3484	1550755
3036	1550203
3862	1541213
2948	1537768
2618	1537306
3330	1536052
355	1535282
4113	1534311
3776	1533247
3598	1530965
3082	1526399
3081	1526013
671	1524850
3593	1522492
4499	1522133
2797	1519660
5488	1514986
3405	1514374
47	1511518
292	1502934
42	1498824
4429	1495982
2291	1491790
4279	1489436
409	1487258
4815	1486476
2776	1484275
1430	1484156
6277	1474799
4763	1474649
794	1471883
3887	1467329
3908	1466546
4751	1462688
1424	1460316
3920	1458980
3175	1457256
3579	1456598
67	1453620
74	1451968
1482	1450361
2699	1449890
4829	1447356
2390	1441653
43	1440646
4325	1438381
58	1428438
2781	1420629
3757	1418228
309	1417557
1140	1416107
2453	1412373
4633	1408513
5313	1406526
2014	1406078
2025	1405647
84	1394753
4842	1393931
2009	1392855
2487	1392843
1352	1392716
4961	1391935
4658	1391300
10444	1390383
4302	1388850
3164	1386239
1110	1386163
89	1381695
5001	1379061
1803	1375845
4743	1375414
8120	1374415
4311	1372835
760	1372608
3501	1372051
4764	1371674
3119	1368488
2987	1362951
4531	1362315
4787	1360265
5480	1360048
266	1358365
1349	1358143
2610	1357521
5055	1357429
3265	1350490
3412	1347855
3188	1344996
3217	1343782
2411	1339372
5473	1337788
6139	1337334
4545	1337062
83	1336419
1855	1336112
3347	1335218
2473	1334185
608	1332856
51	1332813
6925	1330424
4623	1329824
4337	1328538
275	1325996
4714	1325868
1102	1324446
1913	1324154
4361	1323684
4977	1319190
2874	1318844
4843	1315660
4297	1315210
45	1313268
5110	1310297
6775	1309315
2805	1309275
3742	1307286
6515	1305994
645	1303611
4152	1303443
1103	1298607
5302	1298538
4354	1298348
3476	1297572
3550	1296808
3291	1296511
6284	1295882
3838	1295275
3691	1293459
2461	1293435
7359	1290582
5880	1290257
6009	1289251
4143	1288054
3607	1287833
3359	1284115
4925	1281801
4889	1281044
4428	1279116
5114	1277023
5561	1274882
3873	1272600
3410	1272198
69	1272154
5086	1268196
3403	1267918
4115	1263897
5577	1263631
5163	1259556
685	1259469
3060	1259424
6116	1257182
5837	1253263
1917	1253159
830	1251919
77	1251747
4065	1249646
4936	1248437
66	1246789
5710	1246578
2484	1243629
3278	1242879
4201	1241404
2990	1238807
3076	1237980
4401	1235536
4303	1233696
436	1231638
4586	1231135
536	1229288
1925	1229087
1940	1228693
5904	1228507
470	1227350
2319	1226453
657	1226245
3880	1224927
5019	1220850
4498	1219114
5203	1218485
2783	1218069
4752	1215774
5220	1214174
4933	1213889
5616	1213711
4362	1211272
656	1208609
4882	1207564
2936	1206814
3685	1206439
1538	1205553
2615	1204473
4879	1203623
1590	1202949
5530	1201456
5485	1201453
1671	1200904
5020	1198473
2924	1195211
5008	1192233
6342	1192104
3143	1191564
349	1191088
1887	1190009
4958	1187123
3255	1185571
4802	1183759
5619	1183282
4158	1183167
2309	1181133
54	1179250
3100	1174204
4416	1171237
4518	1169137
5558	1168102
3309	1165667
550	1164718
897	1164627
5310	1164540
3061	1162313
1376	1161495
770	1156187
4792	1155660
4636	1155499
5926	1151876
5555	1147734
6223	1147588
6910	1146759
452	1143887
5807	1143592
6271	1143116
4344	1142334
5021	1138071
1863	1134506
2747	1133901
3971	1129685
3054	1126869
6955	1126262
3746	1120563
4637	1119014
5470	1119010
5887	1111338
5080	1110578
3535	1108718
1112	1108332
79	1106905
5644	1106018
4650	1103235
2860	1102445
1936	1100979
329	1100918
293	1098791
4244	1098205
5398	1097290
1095	1097090
4220	1094331
87	1093753
3059	1092894
4312	1092884
549	1091832
2038	1091374
9356	1091153
1651	1089984
1273	1089531
4367	1088105
3720	1087793
2070	1087687
3281	1085960
53	1083251
4549	1081385
3516	1079839
7	1078769
4420	1078378
517	1077187
5489	1075981
5301	1075135
282	1074652
70	1074411
5534	1073433
4780	1069203
4379	1067758
809	1066499
4627	1066335
3085	1065724
3753	1063619
4446	1062917
6788	1062821
6069	1061197
85	1060191
4231	1057498
5440	1056930
3601	1054376
3465	1053841
7094	1053555
5322	1052821
3946	1052662
3900	1051933
3949	1050341
367	1049993
5768	1047424
5777	1046641
5510	1045147
5263	1045033
4135	1044014
4031	1042469
869	1041188
4755	1041163
5135	1041000
4157	1040426
7147	1040171
7228	1039417
273	1038831
3654	1038487
81	1034416
5573	1029443
6398	1028593
4969	1023713
75	1023613
267	1023114
5344	1020443
1527	1020066
296	1017163
7009	1015930
2790	1014898
4185	1014542
832	1013615
4332	1013575
2138	1010948
2734	1009225
5048	1007677
6602	1006472
4278	1006412
3931	1006392
4766	1005785
4024	1004963
943	1001582
2732	1001412
5274	1001210
2033	1000418
6552	1000216
7211	997614
5085	997567
1682	997305
5214	996416
488	995512
5813	994915
10168	994408
2884	992943
3311	992267
5461	991671
5382	989985
7014	988600
6682	988279
4345	987956
910	987654
52	987555
7425	987495
6489	986973
4453	984837
6439	983913
3847	983865
2530	983261
1506	982133
7589	980451
4445	979476
8877	978990
5000	978190
3940	977951
4990	976600
3668	975476
5726	975439
5795	974369
41	971044
3793	970810
7538	970407
7337	970352
1674	969548
1417	968201
4652	967072
331	965835
482	965410
4268	964506
5896	964504
5976	963886
2456	963661
4264	963251
8359	962635
2213	958848
6551	957415
36	957280
4540	957233
3349	953594
3179	953244
3644	953210
6932	951254
1614	949194
855	949117
307	948412
912	945234
5780	944494
5023	943727
873	943140
6534	942945
4168	942236
6305	939717
6693	939507
86	939275
4695	938490
6012	935959
6649	935914
4462	934786
3208	933918
6058	933152
5590	932397
6635	932244
6438	931378
7263	930437
259	930311
6519	930308
569	928532
4357	928369
6122	928209
305	925968
5671	923940
4285	923393
4910	920463
5625	920067
5068	917597
6931	917514
2150	916949
5411	916429
6476	914502
6702	913205
5004	913188
3019	911278
7044	910636
6957	910588
6157	909229
1062	909146
600	906280
1466	906143
5109	904754
7920	904284
8567	904058
4566	903883
314	903734
1717	901845
3017	899037
384	898576
5798	897263
7794	897037
295	896209
1599	895816
272	894748
5089	894127
7513	893944
8584	893664
5670	892815
6617	892731
7992	892021
46	890920
3910	890419
5570	889574
435	889295
3537	889236
5883	888311
744	888272
5420	887833
7391	886187
6527	885496
6559	884578
2692	884013
5230	882434
6801	881898
5836	881235
7214	880889
1249	880802
5980	880034
6876	879885
3493	879064
7855	875665
3010	875297
2803	874937
321	874635
6798	873540
7270	872711
5221	872367
2548	872246
6864	871077
4505	870965
3331	869540
7203	868824
6679	868393
359	864731
5240	864067
5257	863695
6765	863020
487	862816
8437	862749
6529	861019
3953	860907
6778	859939
585	859643
1655	859203
3922	859029
7042	856381
3842	855919
6156	855615
7128	855245
7117	854805
5868	854560
3409	854132
2551	853269
294	852727
3966	852286
6424	850486
6513	850336
7043	849605
3681	848995
4172	847810
3216	847729
6556	847674
6898	847012
8522	846872
4329	846594
3042	846133
5244	845498
265	844643
4862	844215
2585	843326
497	842906
372	842392
352	841433
2806	839296
6652	838537
6981	837400
2168	837051
812	835351
1379	834862
4722	832921
819	832717
5601	831947
370	831153
6025	828801
5535	828220
7653	827435
5193	825981
6686	825839
6554	825337
318	825076
4479	824895
7404	824152
6036	823494
5486	823403
337	823233
2926	823034
404	821932
7154	821929
